,Id,predictions
4599,17059,0
2609,14578,0
4827,18884,1
3479,15327,1
3590,26566,0
264,5591,0
1459,11454,0
2580,13499,0
4242,3517,0
765,14828,0
40,26377,1
2540,8317,0
2518,13211,0
4690,24016,0
4754,21774,0
1246,12997,0
5278,8957,0
412,15388,0
1877,12416,0
1483,399,0
3257,18959,0
4493,25399,0
640,1131,0
1573,8327,0
3048,5076,0
3327,10578,0
2219,3108,0
945,11460,0
4513,2640,0
126,17132,0
1705,2133,1
3716,12305,1
4056,19275,0
854,18885,0
2617,14496,0
3705,9365,0
4066,9587,0
2953,10843,0
2454,25331,0
3555,20369,0
59,23636,1
3774,8443,0
1644,2992,0
3784,21804,0
3134,17502,0
2322,12061,0
3933,23491,0
3425,3966,0
4714,22084,0
1980,13903,0
583,22945,0
4895,21209,0
2446,13079,0
4118,12960,0
3513,12316,0
1665,5525,0
1260,11315,0
537,18577,0
2028,16326,0
2466,3505,1
544,21225,0
842,15971,0
1020,26103,1
189,3400,0
1440,5410,0
2475,12304,0
4091,10100,0
4224,9003,0
2714,2663,1
5249,2836,0
3564,6755,0
4373,14966,0
3746,5339,0
4314,18341,0
1538,16559,0
2066,20499,0
4662,8640,0
920,9939,0
4729,25139,0
3796,26337,0
3913,9945,0
4940,3949,0
4067,12643,0
1286,22767,0
4716,4602,0
3554,17456,0
4387,22964,0
873,16213,0
2037,9806,0
1290,14186,0
3806,3607,0
2589,1740,0
1844,9755,0
3883,12883,0
1802,24615,0
4718,16492,0
3545,12255,0
1227,25938,0
4170,21148,0
2762,13155,0
2383,14250,0
3266,16475,0
1997,2474,0
677,12704,0
4081,10886,0
5085,22932,0
3044,6933,0
797,1586,0
782,1438,0
4540,20823,0
5031,18662,0
5260,2323,0
2978,2258,0
4974,14400,0
5315,12666,0
3113,17844,0
1886,26698,0
5328,16941,0
3415,13641,0
1947,451,0
4218,22795,0
1906,11911,0
4594,20453,0
727,21055,0
1759,24402,0
2370,1382,0
9,23288,0
378,25447,0
699,19213,0
2811,9536,0
1745,322,0
4026,2418,0
2966,2535,0
345,10373,0
527,4072,0
5228,23495,0
3726,16401,0
1969,17815,0
3900,7327,0
1205,2948,0
955,4853,0
4999,19086,0
3610,17897,0
2606,3526,0
918,25049,0
3895,684,0
3433,5120,0
2869,16747,0
2020,4342,0
616,21620,0
2577,20374,0
2443,21960,0
2730,25008,0
1338,4140,0
546,11935,0
545,16373,0
158,17107,0
5289,18397,0
4638,17717,0
1525,25149,0
2800,21610,0
5236,6456,1
2964,2641,0
4733,248,0
1313,26641,0
4588,11671,0
404,12580,0
4239,17708,0
225,19970,0
399,14314,0
1946,2743,0
4649,526,0
177,23414,0
1412,24746,0
972,10977,0
4893,12432,0
2809,20035,0
2058,1648,0
2428,14027,0
2163,9789,0
5099,19867,0
4930,16904,0
4792,6641,0
693,6474,0
4133,14473,0
3003,10957,0
1179,24083,0
4864,23876,0
3609,17962,0
3281,11917,0
4523,8118,0
179,11682,0
625,3071,0
2776,2954,0
4252,10315,0
1370,12709,0
2973,25044,0
2638,2290,0
991,2852,0
4084,21455,0
466,11256,0
3551,16338,0
416,22505,0
3088,20803,0
4050,8304,0
2516,4531,0
3724,11214,0
4828,4971,0
3232,19854,0
2892,7367,0
3122,6277,0
4706,16360,0
4294,24734,0
2583,22644,0
350,11889,0
32,411,0
1592,15555,0
3124,15063,0
2473,8961,0
4888,9031,0
1237,17080,0
1119,18996,0
3040,5929,0
4887,18353,0
312,7711,0
2032,20914,0
4949,16999,0
671,918,0
2333,14641,0
4854,25855,0
1031,12766,0
5008,24447,0
5136,15491,0
91,26621,0
275,15587,0
1123,2219,0
2558,2979,0
2904,7130,0
1085,68,0
1794,16038,0
1162,14158,0
2930,84,0
4227,3389,0
2847,3301,0
78,13702,0
3880,3524,0
2542,17382,0
2147,17613,0
3631,9045,0
947,14656,0
5118,22498,0
1249,13347,0
2911,16854,0
4624,5627,0
2680,7025,0
891,22291,0
4027,3771,0
1347,9369,0
1495,6329,0
2916,4666,0
2745,23573,0
774,5133,1
4616,4087,0
4811,21211,0
2759,16576,1
853,20351,0
386,26684,0
1652,21656,0
157,23923,0
2492,18878,0
5154,18654,0
4582,24259,1
2870,11918,0
3314,26087,0
3571,13454,0
3380,23114,1
4551,4553,0
448,19099,0
2189,23155,0
5144,16864,0
3366,18969,0
4585,24005,0
2441,5057,0
1667,23138,0
288,26306,0
4544,15174,0
3435,23335,0
1047,24105,0
1855,8725,1
2399,16565,0
380,11529,0
1169,8729,0
4479,5210,0
1311,19205,0
2559,4585,0
1763,16073,0
3132,2799,0
4245,24654,0
1505,14847,0
554,18575,0
1985,11903,0
5335,22673,0
4247,1521,0
2352,10917,1
2347,7477,0
2707,9232,0
250,21456,0
3994,9392,0
5251,6425,0
4272,23851,0
2573,8923,0
2462,17946,1
170,16841,0
560,23434,0
5032,23050,0
707,1661,0
3098,4915,0
364,9370,0
5182,795,0
5227,16971,0
1751,5074,0
3233,13629,0
2521,21813,0
3487,8566,0
1938,8960,1
811,12165,0
3873,3782,0
4379,24688,0
3737,12805,0
805,17371,0
4470,19703,0
4768,6629,0
1488,26456,0
3337,16932,0
3046,23824,0
4371,4551,0
2919,7057,0
1275,26514,0
5022,23815,0
3702,14887,0
3552,14685,0
2405,16989,0
3176,16367,0
615,3420,0
4668,15263,0
5091,22941,0
2159,20665,0
4896,4789,0
741,19533,0
3363,4692,0
2957,6387,0
4144,6045,0
2079,14598,0
3453,708,0
2633,21312,0
755,19468,0
1645,21315,0
3325,21716,0
3444,22832,0
4508,7539,0
1477,20383,0
3608,12150,0
1274,23738,0
526,20043,0
136,6544,0
2012,3974,1
1055,15482,0
2543,11942,0
3050,19912,1
4963,20587,0
810,3009,0
149,13207,0
2410,23912,0
301,24754,0
2747,26680,0
5322,11822,0
3413,1639,0
2722,3277,0
1956,7735,0
1764,22169,0
3494,25479,0
3735,17230,0
4140,8289,0
4905,13349,0
1552,1241,0
388,2468,0
5023,19103,0
5215,24299,0
4217,22222,0
3103,25152,0
4271,5153,0
569,14385,0
2866,4057,0
1104,2333,0
2958,2621,0
15,7984,0
5336,18287,0
5,10062,0
1627,18063,0
5133,12183,0
3101,5760,0
1057,895,0
3001,25507,0
1530,19817,0
3749,14245,0
4762,1498,0
4565,25555,0
3372,16498,0
3833,23108,0
273,5644,0
3548,13935,0
3328,2600,0
2587,18070,0
4589,23075,0
4261,11364,0
2517,4362,0
5123,3932,0
1033,6824,0
245,15134,1
3177,22697,0
1092,21683,0
3847,6221,0
1579,9826,0
4699,10422,0
4201,22469,0
2786,7649,0
5110,12662,0
659,22594,0
2857,21448,1
1117,18067,0
1424,3673,1
2560,1110,0
5231,6812,0
1639,3081,0
1215,23376,0
3987,646,0
168,8485,0
5064,24642,0
4933,12413,0
635,17661,0
347,22352,0
2659,25373,0
2225,15512,0
5166,10221,0
2698,3945,0
2906,24692,0
5254,24405,0
3703,17893,0
3214,663,0
1473,10748,0
2476,89,0
3155,6276,0
1170,19168,0
3629,3018,0
584,1997,0
3853,14530,0
4890,4960,0
4808,8754,0
4421,14120,0
5173,1728,0
2880,544,0
82,4537,0
5184,2589,0
3914,14932,0
3580,3662,0
3771,19666,0
1714,7902,1
54,13924,0
1102,11187,0
3953,23001,0
3710,26127,0
3558,24096,0
1255,1580,0
4732,16136,0
4392,12828,0
3947,1797,0
5100,18206,0
2298,7724,0
3350,19962,0
4336,330,0
2457,22986,0
1157,5318,0
5128,20641,0
3957,97,0
3062,18000,0
362,24275,0
4794,20359,0
3460,14873,0
5168,11147,0
4982,3229,0
4726,19287,0
2718,205,0
2396,4476,0
1845,23659,0
4359,25265,1
4029,7155,0
3676,22847,0
3892,26055,0
2238,2750,0
2539,24428,0
3163,269,0
4013,9200,0
1646,9651,0
4139,23028,0
337,19603,0
4107,26269,0
1879,18513,0
476,10581,1
4988,16814,0
1638,13764,0
995,14421,0
868,15917,0
3929,9692,0
3927,10905,0
3159,3649,0
4557,21899,0
2806,18953,0
1847,22366,0
4380,3080,0
38,14435,0
2525,14678,0
2176,10375,0
81,26278,0
862,3068,0
330,14254,0
3988,8673,0
3247,20982,0
1074,13942,0
3730,434,0
3436,7445,0
252,24418,0
1242,15570,0
132,6956,0
3600,23642,0
550,14564,0
3718,26625,0
2491,10902,0
3874,20571,0
468,20434,0
4860,3175,0
631,6846,0
3200,3952,0
1597,3713,0
23,25716,0
3894,3911,0
1134,12053,0
823,4155,0
3589,25632,0
3279,9552,0
4939,9699,0
1730,14777,0
1346,810,0
617,13660,0
1958,12187,0
5087,21642,0
645,9132,0
820,7521,0
4109,9643,0
1694,10185,0
2477,8733,0
1800,11617,0
5106,5334,0
1125,16452,0
4396,16472,0
373,20759,0
4697,22680,0
1536,16067,0
1418,24660,0
3196,26478,0
928,3800,0
500,22208,0
1430,13758,0
896,17197,0
379,4878,0
5122,12771,0
2382,14051,0
4885,3478,0
2501,15519,0
1641,6089,0
1236,22049,0
2070,3958,0
348,11373,0
4113,20704,0
3355,14348,0
2549,24690,0
603,10512,0
3273,5985,0
5058,492,0
147,21908,0
4318,5330,0
1915,6346,0
2031,19873,0
383,20385,0
2287,25635,0
4119,6410,0
3976,18880,0
4531,7738,0
5308,18535,0
1038,18700,0
393,5752,0
5125,8053,0
3823,12221,0
5302,10330,0
2736,9925,0
2205,23562,0
84,8041,0
4913,4359,0
4016,17702,0
3858,26292,0
1891,9753,0
2570,10371,0
1868,12695,0
1593,20297,0
694,5973,0
3241,7601,0
423,7093,0
1735,11340,0
745,8946,0
5277,4907,0
1874,15744,0
4800,10614,0
555,870,0
3294,12941,1
5334,11127,0
1625,8780,0
2920,23728,0
3885,13583,0
2222,2156,0
2101,12800,0
3437,15899,0
3698,8872,0
2888,11664,0
351,6844,0
327,5531,0
3694,10794,0
210,8569,0
1429,9867,0
3222,22539,0
3653,13824,0
3189,26613,0
4205,19259,0
3780,14332,0
763,652,1
1660,21887,0
4230,16485,0
3529,21286,0
1796,19711,0
3599,20572,0
3984,4424,0
4306,12487,0
4164,1838,0
2440,23696,0
963,9793,0
4086,17774,0
3288,5488,0
203,7316,0
3188,1066,0
4295,8949,0
856,2260,0
2425,2453,0
3399,24018,0
4506,19839,0
3392,15553,0
1676,3971,0
339,14766,0
4730,18345,0
3490,8005,0
2330,22168,0
3390,6136,0
812,25360,0
445,11370,0
3491,20274,0
1438,25171,0
5181,15212,0
3297,22805,0
3977,8423,0
1065,1520,0
2156,6634,0
4875,5920,0
783,2278,0
293,17404,0
4194,6262,0
2104,1185,0
2913,274,0
3408,14339,0
1165,7139,0
2647,6215,0
1326,25147,0
1772,1715,0
556,3260,0
215,19016,0
4665,23626,0
1335,24117,0
2571,10374,0
501,20874,0
1203,13859,1
1493,19689,0
4848,2574,0
1632,7897,0
1284,26634,0
1972,9063,0
2241,22546,0
130,10061,0
4867,5984,0
1256,17178,0
4321,20027,0
3446,6082,0
98,3192,0
1558,26133,0
1742,23678,0
5192,1086,1
2061,18616,0
4695,19604,0
2464,11131,0
2744,11528,0
4989,13809,0
2236,8356,0
457,1472,0
4530,9737,0
3611,15010,0
2746,6999,0
3568,6007,0
1280,14278,0
3083,14612,0
2520,14161,0
3630,23691,0
1718,1253,0
4694,1795,0
5155,18465,0
4174,7418,0
3055,18839,0
4128,6756,0
438,25659,0
2655,23195,0
1557,2970,0
1587,21920,0
3946,17952,0
1516,18848,0
4462,8332,0
3400,482,0
2963,13699,0
5312,17965,0
4912,18231,0
3671,1463,0
541,9357,0
2008,4802,0
3037,10629,0
3145,11471,0
4985,12462,1
374,17387,0
1776,17495,0
3869,25071,0
3231,19824,1
3374,17491,0
1643,5247,0
1702,22108,0
511,4252,0
1647,390,0
2450,25303,0
746,1195,0
247,1156,0
346,24314,0
3696,3470,0
2246,14196,0
3667,3829,0
1995,16928,0
3250,17117,0
1823,13385,0
110,13080,0
3229,14154,0
2082,21339,0
573,10871,0
3772,3049,0
2371,10712,0
2030,16043,0
4591,16532,0
904,13192,0
3238,12264,0
2054,11278,0
3385,9182,0
3983,17943,0
3732,12301,0
2988,16152,0
2788,232,0
320,25749,0
2565,875,1
2390,22640,0
2077,13557,0
2230,22729,0
1415,3608,0
1939,24576,0
3944,25830,0
1996,9863,1
1470,15545,0
3550,26300,0
3604,26457,0
2511,18643,0
1578,1901,0
2593,5865,0
5307,26317,0
455,4893,0
5160,11947,0
1334,10959,0
4614,25787,0
4962,7430,0
985,16460,0
4598,10307,0
1535,7661,0
1677,2139,0
495,6570,0
3645,14708,0
5193,13048,0
4647,11135,0
2151,25922,0
1835,9743,0
1164,23070,0
5164,19650,0
1474,5090,0
46,8602,1
1015,17124,0
4093,10868,0
1423,8066,0
4478,10759,1
3975,1816,0
278,12989,0
3261,11806,0
2099,24165,0
796,5803,0
4025,26502,0
3417,5585,0
915,3307,0
4682,8491,0
1064,11451,0
1981,16677,0
5245,848,0
311,373,0
3262,1574,0
79,1850,0
4882,16521,0
1229,26703,0
5119,11316,0
2801,20638,0
1421,17189,0
2796,10805,0
852,19989,0
5208,24760,0
2824,1708,0
668,3170,0
5172,19601,0
3766,4192,0
5012,20448,0
4274,19519,0
4353,6018,0
1599,22060,0
4873,1084,0
4685,22670,0
3182,10539,0
2341,1492,0
3340,11174,0
1604,8055,0
3530,15219,0
3567,24217,0
237,14230,0
965,2783,0
551,420,0
415,14393,1
4089,9302,0
2153,4548,0
4233,8258,0
3707,22140,0
4267,15551,0
790,13585,0
736,9239,0
112,203,1
4237,24917,0
1245,24159,1
2901,359,0
223,23752,1
3458,13282,0
391,8303,0
4419,3632,0
3752,7185,0
2127,20190,0
1971,11852,0
4921,8604,0
5256,19083,0
983,23689,0
4075,8324,0
1163,17428,0
4501,2660,0
4256,23048,1
1292,7337,0
2637,14276,0
2772,1893,0
5240,13231,1
618,17517,0
349,26179,0
4096,5476,0
299,1543,0
704,18224,0
472,14040,0
4914,13514,0
600,15730,0
3404,13802,1
447,1540,0
4453,25585,0
47,4886,0
4609,9327,0
1398,1692,0
1818,13072,0
88,16599,0
2864,9070,0
3045,10321,0
2625,19387,0
639,15847,0
5006,26114,0
4334,12804,0
3813,24499,0
4165,8856,0
4374,17802,0
3377,9967,0
3797,22632,0
3777,22105,0
1603,13532,0
3650,1857,0
3691,25385,0
3056,6307,0
285,10656,0
4320,25222,0
5226,14901,0
2204,26693,0
5200,18682,0
5076,23505,0
4520,20514,0
2639,21875,0
4276,7538,0
4095,3537,0
3378,7665,0
33,18701,0
3,20631,0
2917,17876,0
5201,25988,0
1371,17755,0
3020,23008,0
528,6165,0
3313,5277,0
1732,15811,0
2276,17497,0
1206,15206,0
1863,19069,0
2896,9888,0
120,158,1
219,23823,0
3054,25804,0
2610,18356,0
2807,20591,0
4972,13121,0
4619,12347,0
1445,20516,0
4791,19262,0
1869,5731,0
4984,8633,0
4188,16902,0
1934,8132,0
4952,7350,0
1437,13774,1
3071,7087,0
169,19164,0
4621,18892,0
2661,12134,1
2055,4386,0
666,26070,0
5084,16712,0
442,10941,0
5332,23899,0
4711,1736,0
762,8920,0
5159,24490,0
4780,5732,0
3367,14500,0
1813,23666,0
2251,4848,0
1076,21962,0
212,6385,0
483,3345,0
2021,13035,0
2406,23957,0
3137,18410,0
446,3860,0
65,1655,0
930,4771,0
2299,510,0
2103,219,0
4998,9835,0
3041,13701,0
4545,20822,0
3072,12908,0
2360,9894,0
99,6334,0
3615,20798,0
4178,5386,0
462,2134,0
4300,14001,0
3519,16406,0
3924,2994,0
479,19893,0
3485,16632,1
4108,6469,0
1989,7956,0
4204,17368,0
3004,14830,0
4223,18229,0
2283,4234,0
503,7933,0
716,13316,1
3518,10948,0
424,11354,0
3968,17114,0
3986,8626,0
1642,3980,0
3831,13578,0
405,5062,0
1519,21407,0
633,12933,0
4471,25381,0
1211,5347,0
3855,7499,0
52,14521,0
4289,4455,0
4891,9269,0
302,21628,0
1774,15832,0
4317,9697,0
1862,20969,1
1968,9311,0
3910,6543,1
2209,4895,0
1708,18569,0
4088,13622,0
4524,12216,0
5009,12504,0
1439,18095,0
2871,14575,0
1460,18284,0
2369,12546,0
3237,473,0
936,6923,0
4221,25525,0
2307,20295,0
3362,19712,0
4458,24860,0
1366,11347,1
3846,14402,0
2229,7898,0
4956,15982,0
1270,7061,0
1374,25739,0
2954,5259,0
246,6292,0
1849,22061,0
5341,26020,0
4845,5479,0
1499,20481,0
1610,19060,0
5029,20197,0
4034,7420,0
4394,14667,0
3819,18877,0
3549,450,0
733,10163,0
4485,7129,0
1992,7785,0
636,4669,0
1715,25772,0
647,8748,0
4466,17315,0
1411,25857,0
4184,24285,0
1068,16964,0
3634,20946,0
3165,8464,0
4461,20063,0
358,6633,0
2224,24850,1
5214,21387,0
1611,21143,0
2293,21261,0
2992,23440,0
5296,17684,0
2727,762,0
2431,8065,1
5247,25520,0
4918,25183,1
206,11113,0
3640,17762,0
2695,2859,0
296,24352,0
1027,20581,0
3952,3223,0
205,11003,0
4078,15500,0
2265,6105,0
5109,12262,0
3252,16742,0
2726,10218,0
3230,11525,0
4412,19884,0
2275,8909,0
3725,26259,0
1097,13893,0
4502,16357,0
2595,570,0
1220,7298,0
3981,13476,0
2685,13427,0
487,3822,0
4248,14837,0
1522,20813,0
1209,15224,0
2975,16500,0
566,11121,0
1880,12729,0
4302,22538,0
4383,14954,0
2886,11681,0
5062,17545,0
1588,10678,0
2148,17261,0
3569,26470,0
3149,14897,0
3464,6959,0
998,9136,0
2069,15278,0
2756,16020,0
1061,10916,0
1419,8549,0
2171,13438,0
456,19875,0
4760,23275,0
3492,10693,0
5036,11985,0
2682,5040,0
781,17630,0
151,1598,0
1463,16170,0
4516,25683,0
36,22854,0
697,5881,0
1166,24337,0
4092,19476,0
3034,26356,0
4153,10433,0
4796,10862,0
93,16172,0
713,19894,0
4641,17291,0
3577,1123,0
5175,7947,0
1024,22592,0
3812,9899,0
992,2905,0
3463,15904,0
1724,7582,0
4348,7726,0
3990,6585,0
2112,22557,0
123,13682,0
3043,4503,0
71,9966,0
261,23100,1
3069,1605,0
3574,17347,0
45,21639,0
4798,4977,0
4761,6513,0
3727,7820,0
598,14817,0
1007,5026,0
3820,781,0
1585,26060,0
2551,17435,0
2544,5745,0
605,5744,0
3945,18357,0
4250,16912,1
153,6380,0
4724,2497,1
673,9443,0
3386,654,0
2010,11412,0
3151,21358,0
2817,13480,0
1225,13355,0
2398,25516,0
2479,285,0
5232,15021,0
3701,16846,0
3926,18026,0
4954,26248,0
5060,17631,0
3403,24388,0
2768,5882,0
2679,2578,0
2001,20026,0
187,4043,0
2965,21713,0
5219,16076,0
2365,22419,0
3930,5556,0
2504,14907,0
1827,5810,0
1373,5004,0
1321,14584,0
304,16960,0
140,908,0
2564,4786,0
660,13833,0
4704,23360,0
83,25564,0
1945,3749,0
1137,19425,0
1194,6671,0
1095,21922,0
764,9996,0
324,4506,0
1196,16938,1
3121,15852,0
353,13617,0
3517,23429,0
1569,6969,0
3692,107,1
4292,17617,0
5194,23892,0
4993,20521,0
1619,20833,0
146,17892,0
575,2235,0
53,3023,0
2528,9582,0
1925,4983,0
1867,22424,0
637,1013,0
2467,15079,0
1923,3793,0
4415,22054,0
2943,8000,0
5137,23081,0
4894,14759,0
4007,16888,0
4365,21347,0
2859,7324,0
2201,7014,0
863,20458,0
1062,7592,0
1369,8214,1
4196,9547,0
3474,26413,0
3357,11017,0
4023,26532,0
4337,11090,0
2658,16147,0
564,6470,0
1839,22069,0
4440,20816,0
235,11269,0
4852,26216,0
2486,16382,0
4945,25754,0
3776,18576,0
2044,22530,0
3657,25457,0
2105,9425,0
4437,5976,0
748,11906,0
4236,26654,0
1908,15119,0
430,19793,0
4653,14021,0
3665,20747,0
496,20688,0
1905,6063,0
2755,23026,0
3269,10398,0
2132,23683,0
1110,24169,0
1416,21604,0
2757,252,0
3638,1560,0
4284,12439,0
4195,5118,0
1333,21846,0
2413,7505,0
5148,530,0
1146,13426,0
2071,16256,0
931,11489,0
1739,24422,0
1181,5220,0
1262,15923,0
4759,4556,0
3381,21059,0
2115,11479,0
1144,9075,0
932,24859,0
649,13721,0
3898,2607,0
4550,2406,0
705,7208,0
917,24056,0
211,11426,0
1039,13797,0
3614,15669,0
944,9297,0
2740,16732,0
2198,20700,0
3934,8812,0
2170,15104,0
1107,25675,0
229,4628,0
772,22510,0
4494,21234,0
3787,24628,0
594,25321,0
5003,18262,0
31,1004,0
2130,2273,1
836,11630,0
914,10987,0
2854,13177,0
2822,5338,0
2715,981,0
1666,23939,0
3785,4059,0
3341,13748,0
3522,26486,0
1150,16915,0
4420,11776,0
4861,19141,0
381,18597,0
726,3833,0
310,1759,0
3027,10465,0
3331,23460,0
5130,23718,0
4121,22204,0
4802,22183,0
4331,7173,0
3515,5830,0
4068,18672,0
1469,11762,0
85,18392,0
2166,18118,0
768,2178,0
3636,15783,0
3470,3360,0
1901,2143,0
5102,13508,0
3119,4905,0
547,6057,0
4244,14917,0
4048,11870,0
3039,24325,0
11,26271,0
4633,827,0
2367,672,1
338,19044,0
4390,21179,0
283,16354,1
3395,24685,0
1743,21794,1
2572,21340,0
1563,23684,0
747,14618,1
2208,23927,0
3573,4765,0
3343,4841,0
3454,3322,0
3389,19987,0
1502,11171,1
848,7823,1
4919,16468,0
1327,10176,0
4670,956,0
334,18795,0
1514,16394,0
2043,518,0
390,5588,0
2855,16996,0
3993,15005,0
2944,14978,0
1247,6594,0
4046,22823,0
5244,15407,0
2868,22608,0
4416,21793,0
2843,1909,0
1149,7205,0
2942,1572,0
542,12320,0
4099,20661,0
5263,22007,0
34,6363,0
4900,4690,0
2851,11093,0
997,869,0
5000,10424,0
2305,16191,0
181,4927,0
2272,7740,0
4627,25459,0
2401,20117,0
1406,25197,0
3681,25945,0
389,3224,0
2669,22118,0
5287,24212,0
1154,22220,0
1728,15422,0
1907,7690,0
352,4423,0
5135,7143,1
3818,11325,0
1395,17869,0
2774,24049,0
3352,12387,0
3104,9083,0
1693,20984,0
4483,25498,0
3180,21815,0
2598,5991,0
5142,16282,0
1417,26243,0
376,13620,0
494,23340,0
2899,10556,0
3843,12854,0
4976,10106,1
2611,4434,0
3935,15218,0
5079,9469,0
162,22487,0
644,11818,0
4994,6681,0
4208,18431,0
4296,16312,0
999,23389,0
4000,11232,0
4961,8137,0
3078,25903,0
3391,3923,0
3296,6823,0
2228,15505,0
4691,22967,0
2697,19199,0
1681,4431,1
2009,13360,0
1221,5940,0
973,12911,0
1172,22684,0
2690,9486,0
4671,26611,0
4910,18468,0
5158,8113,0
3283,2885,0
4073,18945,0
4497,12555,0
1669,6991,0
4154,6910,0
3109,9091,0
4757,22730,0
2325,12673,0
1974,2642,0
3254,460,0
2863,15272,0
5329,5690,0
643,310,0
4605,5046,0
3544,15807,0
3310,12530,1
244,4852,0
2882,16963,0
4166,20647,0
240,12531,0
941,19081,0
2150,9772,0
3830,16002,0
3503,20186,1
1620,1652,1
3642,17381,0
2006,4207,0
4484,21467,0
4042,21395,0
966,8991,0
2108,18282,1
2351,16138,0
2691,24037,0
4586,19072,0
627,23943,0
2646,301,0
5153,25397,0
3915,12664,0
2414,21413,0
2400,7991,0
2976,7048,0
1396,20628,0
4651,23635,0
1188,17003,0
4975,8837,0
4074,5445,0
3405,24080,0
2057,7922,0
4454,14289,0
514,11133,0
4596,5351,0
2288,15067,1
1383,26043,0
937,7693,0
3018,12674,0
2700,3602,0
761,6130,0
4684,5823,0
5145,8674,0
1752,17308,0
1455,19492,0
981,23476,0
1594,3557,0
702,2778,0
4563,17169,0
2555,15903,1
1305,26507,0
2142,6587,0
4032,25748,0
3644,11660,0
3162,19313,0
3089,14747,0
1942,9707,0
1927,2878,0
780,19914,0
3863,8976,1
759,23196,0
2291,18783,0
1291,4068,0
2300,12273,0
1060,9240,0
3397,7547,0
3779,19840,0
3359,506,0
970,706,0
892,12314,0
3967,1681,0
434,5213,0
3185,14188,0
4411,23909,0
4079,6674,0
2717,1983,0
2723,13327,0
1407,11566,0
1361,7303,0
370,1671,0
2720,21993,0
2769,19676,0
809,7609,1
3136,24609,0
428,13148,0
1565,1462,0
3496,21165,0
1443,19264,0
2590,25694,0
4491,15499,0
2808,4191,0
794,11739,0
968,7427,0
568,13105,0
284,20545,0
4423,19952,0
4226,23153,0
1032,11166,0
3989,23087,0
788,4509,0
2328,5540,0
949,2961,0
1042,21623,0
1614,14528,0
845,14468,0
3194,2788,0
4431,7147,0
1178,22263,0
1898,26531,0
63,15155,1
3333,8408,0
1113,4644,0
4402,13203,0
4047,5281,0
3199,25942,0
3606,16541,0
3966,19837,0
4322,10522,0
2556,11433,0
5092,25218,0
2067,9324,0
1115,9690,0
4750,2882,0
1265,4583,0
877,6402,0
1393,26294,0
3525,20744,0
502,9410,0
729,14593,0
2436,15510,0
4763,17244,0
4362,2297,0
3484,14513,0
4110,9381,0
827,20702,0
2701,6192,0
3685,1979,0
3424,6765,0
3617,12923,0
3263,12747,0
282,26272,0
743,24555,0
3246,18749,0
2990,901,0
611,5791,0
1551,15365,0
3007,16569,0
2662,6799,0
4287,22926,0
1544,4316,0
732,8535,0
4116,6537,0
2506,21918,0
1657,2958,1
154,20896,0
1948,21787,0
3285,5319,0
1354,14238,0
4738,14632,0
837,26582,0
233,21589,0
2893,16540,0
1961,21991,0
231,8217,0
596,4900,0
1336,22386,0
3527,21632,0
3019,6473,0
3211,5572,0
5044,21266,0
1848,11118,0
2186,18814,0
787,16239,0
2269,3403,0
3445,8242,0
2585,23508,0
2795,14769,0
2671,2238,0
4696,14333,0
1560,284,1
3406,5578,0
4601,12786,0
2716,17550,0
25,17540,0
3370,20699,0
1356,20138,0
1089,7530,1
14,4750,0
1235,23479,0
3576,11974,0
2257,22279,0
467,26401,0
5086,4172,0
4702,16503,0
849,25815,0
2867,11139,0
3225,16490,0
4260,7812,0
1404,19404,0
2853,3392,0
3620,20949,0
3441,5812,0
4111,3848,0
1883,7429,0
1700,23212,0
232,7296,0
3181,12721,0
1080,16389,0
3468,11573,0
2665,2966,1
516,11470,0
1546,14150,0
141,20942,0
171,15797,0
1457,22597,0
996,8035,0
650,12312,0
4566,16681,0
2895,24466,0
2315,13329,0
1155,24964,0
2601,12369,0
431,9784,0
4997,18756,0
2014,22154,0
2645,19058,0
2804,9763,0
2833,9456,0
871,10979,0
55,17780,0
4980,6972,0
5001,4512,0
2059,24884,0
4562,23502,0
4171,24959,0
277,18116,0
1515,19815,0
2317,14653,0
1659,1637,0
4674,9606,0
4135,15664,0
1253,18035,1
2535,8033,0
208,20861,0
2618,15594,1
3575,7217,0
5233,6106,0
2183,16037,0
1413,20326,0
395,8450,0
4870,26026,0
2459,723,0
2557,17301,0
833,3654,0
3129,17558,0
3052,10141,1
5279,10431,0
5326,20800,0
3009,9056,1
2604,13712,0
3859,19250,0
4871,1949,0
4393,7428,0
2438,17996,0
2955,8623,0
2368,9647,0
2703,8774,0
3570,5072,0
3361,15202,0
5262,20730,0
4832,20866,0
870,22848,0
1028,14492,0
1903,2410,0
911,20244,0
4228,5741,0
3782,3587,0
4947,25509,0
2728,5103,0
3654,21943,0
2377,6819,0
2180,22213,0
591,3055,0
2938,7840,0
520,3270,0
5229,4746,0
2989,23367,0
2830,22149,0
3912,24198,0
744,547,0
2823,13144,0
2091,17753,0
2202,11329,0
2802,17620,0
4840,22937,0
1640,25881,0
1801,15754,0
3461,21712,0
534,21834,0
3480,18230,0
3941,6928,0
325,4513,0
97,6313,0
2277,2687,0
4770,13771,0
2248,3504,0
1736,5562,0
2842,6562,0
1998,11984,0
828,22124,0
5134,1538,0
672,20568,0
4822,16276,0
3597,22663,1
1105,2061,1
4581,11647,0
887,13330,0
429,23766,0
2654,13306,0
2997,16560,0
646,15122,0
572,13745,0
1442,15665,0
